spatial_sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,gentst,maketst,runp2p,genpir,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,link_prop,flit_data_width,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,maketst_err,runp2p_cycle,runtst_err,runtst_pass,runp2p_deadlock,succeeded
6196e5de,2019-04-30 16:26:42,GEMM_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_2/log/mappir.log,../gen/Tst_pirTest/GEMM_2/log/runpir.log,../gen/Tst_pirTest/GEMM_2/log/genpsim.log,../gen/Tst_pirTest/GEMM_2/log/gentrace.log,../gen/Tst_pirTest/GEMM_2/log/runpsim.log,../gen/Tst_pirTest/GEMM_2/log/runpsim.sh,../gen/Tst_pirTest/GEMM_2/log/runproute.log,../gen/Tst_pirTest/GEMM_2/log/runproute.sh,../gen/Tst_pirTest/GEMM_2/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_2/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_2/log/gentst.log,../gen/Tst_pirTest/GEMM_2/log/maketst.log,../gen/Tst_pirTest/GEMM_2/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,94468,,True,False,True
6196e5de,2019-04-30 16:26:42,GEMM_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_3/log/mappir.log,../gen/Tst_pirTest/GEMM_3/log/runpir.log,../gen/Tst_pirTest/GEMM_3/log/genpsim.log,../gen/Tst_pirTest/GEMM_3/log/gentrace.log,../gen/Tst_pirTest/GEMM_3/log/runpsim.log,../gen/Tst_pirTest/GEMM_3/log/runpsim.sh,../gen/Tst_pirTest/GEMM_3/log/runproute.log,../gen/Tst_pirTest/GEMM_3/log/runproute.sh,../gen/Tst_pirTest/GEMM_3/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_3/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_3/log/gentst.log,../gen/Tst_pirTest/GEMM_3/log/maketst.log,../gen/Tst_pirTest/GEMM_3/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,69758,,True,False,True
6196e5de,2019-04-30 16:26:42,GEMM_4,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_4/log/mappir.log,../gen/Tst_pirTest/GEMM_4/log/runpir.log,../gen/Tst_pirTest/GEMM_4/log/genpsim.log,../gen/Tst_pirTest/GEMM_4/log/gentrace.log,../gen/Tst_pirTest/GEMM_4/log/runpsim.log,../gen/Tst_pirTest/GEMM_4/log/runpsim.sh,../gen/Tst_pirTest/GEMM_4/log/runproute.log,../gen/Tst_pirTest/GEMM_4/log/runproute.sh,../gen/Tst_pirTest/GEMM_4/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_4/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_4/log/gentst.log,../gen/Tst_pirTest/GEMM_4/log/maketst.log,../gen/Tst_pirTest/GEMM_4/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,67123,,True,False,True
6196e5de,2019-04-30 16:26:42,GEMM_6,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_6/log/mappir.log,../gen/Tst_pirTest/GEMM_6/log/runpir.log,../gen/Tst_pirTest/GEMM_6/log/genpsim.log,../gen/Tst_pirTest/GEMM_6/log/gentrace.log,../gen/Tst_pirTest/GEMM_6/log/runpsim.log,../gen/Tst_pirTest/GEMM_6/log/runpsim.sh,../gen/Tst_pirTest/GEMM_6/log/runproute.log,../gen/Tst_pirTest/GEMM_6/log/runproute.sh,../gen/Tst_pirTest/GEMM_6/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_6/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_6/log/gentst.log,../gen/Tst_pirTest/GEMM_6/log/maketst.log,../gen/Tst_pirTest/GEMM_6/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,39500,,True,False,True
6196e5de,2019-04-30 16:26:42,GEMM_7,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_7/log/mappir.log,../gen/Tst_pirTest/GEMM_7/log/runpir.log,../gen/Tst_pirTest/GEMM_7/log/genpsim.log,../gen/Tst_pirTest/GEMM_7/log/gentrace.log,../gen/Tst_pirTest/GEMM_7/log/runpsim.log,../gen/Tst_pirTest/GEMM_7/log/runpsim.sh,../gen/Tst_pirTest/GEMM_7/log/runproute.log,../gen/Tst_pirTest/GEMM_7/log/runproute.sh,../gen/Tst_pirTest/GEMM_7/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_7/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_7/log/gentst.log,../gen/Tst_pirTest/GEMM_7/log/maketst.log,../gen/Tst_pirTest/GEMM_7/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,38118,,True,False,True
6196e5de,2019-04-30 16:26:42,GEMM_8,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_8/log/mappir.log,../gen/Tst_pirTest/GEMM_8/log/runpir.log,../gen/Tst_pirTest/GEMM_8/log/genpsim.log,../gen/Tst_pirTest/GEMM_8/log/gentrace.log,../gen/Tst_pirTest/GEMM_8/log/runpsim.log,../gen/Tst_pirTest/GEMM_8/log/runpsim.sh,../gen/Tst_pirTest/GEMM_8/log/runproute.log,../gen/Tst_pirTest/GEMM_8/log/runproute.sh,../gen/Tst_pirTest/GEMM_8/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_8/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_8/log/gentst.log,../gen/Tst_pirTest/GEMM_8/log/maketst.log,../gen/Tst_pirTest/GEMM_8/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,3245,,True,False,True
6196e5de,2019-04-30 16:26:42,GEMM_9,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GEMM_9/log/mappir.log,../gen/Tst_pirTest/GEMM_9/log/runpir.log,../gen/Tst_pirTest/GEMM_9/log/genpsim.log,../gen/Tst_pirTest/GEMM_9/log/gentrace.log,../gen/Tst_pirTest/GEMM_9/log/runpsim.log,../gen/Tst_pirTest/GEMM_9/log/runpsim.sh,../gen/Tst_pirTest/GEMM_9/log/runproute.log,../gen/Tst_pirTest/GEMM_9/log/runproute.sh,../gen/Tst_pirTest/GEMM_9/plastisim/summary.csv,../gen/Tst_pirTest/GEMM_9/pir/AccelMain.scala,../gen/Tst_pirTest/GEMM_9/log/gentst.log,../gen/Tst_pirTest/GEMM_9/log/maketst.log,../gen/Tst_pirTest/GEMM_9/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,12244,,True,False,True
6196e5de,2019-04-30 16:26:42,GRU_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GRU_0/log/mappir.log,../gen/Tst_pirTest/GRU_0/log/runpir.log,../gen/Tst_pirTest/GRU_0/log/genpsim.log,../gen/Tst_pirTest/GRU_0/log/gentrace.log,../gen/Tst_pirTest/GRU_0/log/runpsim.log,../gen/Tst_pirTest/GRU_0/log/runpsim.sh,../gen/Tst_pirTest/GRU_0/log/runproute.log,../gen/Tst_pirTest/GRU_0/log/runproute.sh,../gen/Tst_pirTest/GRU_0/plastisim/summary.csv,../gen/Tst_pirTest/GRU_0/pir/AccelMain.scala,../gen/Tst_pirTest/GRU_0/log/gentst.log,../gen/Tst_pirTest/GRU_0/log/maketst.log,../gen/Tst_pirTest/GRU_0/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,"src/Context346.h:55:36: error: invalid operands of types â€˜float [2]â€™ and â€˜floatâ€™ to binary â€˜operator*â€™
",,,,False,False
6196e5de,2019-04-30 16:26:42,GRU_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/GRU_1/log/mappir.log,../gen/Tst_pirTest/GRU_1/log/runpir.log,../gen/Tst_pirTest/GRU_1/log/genpsim.log,../gen/Tst_pirTest/GRU_1/log/gentrace.log,../gen/Tst_pirTest/GRU_1/log/runpsim.log,../gen/Tst_pirTest/GRU_1/log/runpsim.sh,../gen/Tst_pirTest/GRU_1/log/runproute.log,../gen/Tst_pirTest/GRU_1/log/runproute.sh,../gen/Tst_pirTest/GRU_1/plastisim/summary.csv,../gen/Tst_pirTest/GRU_1/pir/AccelMain.scala,../gen/Tst_pirTest/GRU_1/log/gentst.log,../gen/Tst_pirTest/GRU_1/log/maketst.log,../gen/Tst_pirTest/GRU_1/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,"src/Context574.h:55:37: error: invalid operands of types â€˜float [2]â€™ and â€˜floatâ€™ to binary â€˜operator*â€™
",,,,False,False
6196e5de,2019-04-30 16:26:42,Kmeans_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_0/log/mappir.log,../gen/Tst_pirTest/Kmeans_0/log/runpir.log,../gen/Tst_pirTest/Kmeans_0/log/genpsim.log,../gen/Tst_pirTest/Kmeans_0/log/gentrace.log,../gen/Tst_pirTest/Kmeans_0/log/runpsim.log,../gen/Tst_pirTest/Kmeans_0/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_0/log/runproute.log,../gen/Tst_pirTest/Kmeans_0/log/runproute.sh,../gen/Tst_pirTest/Kmeans_0/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_0/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_0/log/gentst.log,../gen/Tst_pirTest/Kmeans_0/log/maketst.log,../gen/Tst_pirTest/Kmeans_0/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,,"[0;31mCaught exception on cycle 2278726: /DUT/SRAM65/SRAM65_b0: SetupRead SRAM twice in the same cycle. [0m
",,False,False
6196e5de,2019-04-30 16:26:42,Kmeans_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Kmeans_1/log/mappir.log,../gen/Tst_pirTest/Kmeans_1/log/runpir.log,../gen/Tst_pirTest/Kmeans_1/log/genpsim.log,../gen/Tst_pirTest/Kmeans_1/log/gentrace.log,../gen/Tst_pirTest/Kmeans_1/log/runpsim.log,../gen/Tst_pirTest/Kmeans_1/log/runpsim.sh,../gen/Tst_pirTest/Kmeans_1/log/runproute.log,../gen/Tst_pirTest/Kmeans_1/log/runproute.sh,../gen/Tst_pirTest/Kmeans_1/plastisim/summary.csv,../gen/Tst_pirTest/Kmeans_1/pir/AccelMain.scala,../gen/Tst_pirTest/Kmeans_1/log/gentst.log,../gen/Tst_pirTest/Kmeans_1/log/maketst.log,../gen/Tst_pirTest/Kmeans_1/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,,"[0;31mCaught exception on cycle 2368935: /DUT/SRAM75/SRAM75_b0: SetupRead SRAM twice in the same cycle. [0m
",,False,False
6196e5de,2019-04-30 16:26:42,LSTM_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LSTM_0/log/mappir.log,../gen/Tst_pirTest/LSTM_0/log/runpir.log,../gen/Tst_pirTest/LSTM_0/log/genpsim.log,../gen/Tst_pirTest/LSTM_0/log/gentrace.log,../gen/Tst_pirTest/LSTM_0/log/runpsim.log,../gen/Tst_pirTest/LSTM_0/log/runpsim.sh,../gen/Tst_pirTest/LSTM_0/log/runproute.log,../gen/Tst_pirTest/LSTM_0/log/runproute.sh,../gen/Tst_pirTest/LSTM_0/plastisim/summary.csv,../gen/Tst_pirTest/LSTM_0/pir/AccelMain.scala,../gen/Tst_pirTest/LSTM_0/log/gentst.log,../gen/Tst_pirTest/LSTM_0/log/maketst.log,../gen/Tst_pirTest/LSTM_0/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,135320,,,False,True
6196e5de,2019-04-30 16:26:42,LSTM_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LSTM_1/log/mappir.log,../gen/Tst_pirTest/LSTM_1/log/runpir.log,../gen/Tst_pirTest/LSTM_1/log/genpsim.log,../gen/Tst_pirTest/LSTM_1/log/gentrace.log,../gen/Tst_pirTest/LSTM_1/log/runpsim.log,../gen/Tst_pirTest/LSTM_1/log/runpsim.sh,../gen/Tst_pirTest/LSTM_1/log/runproute.log,../gen/Tst_pirTest/LSTM_1/log/runproute.sh,../gen/Tst_pirTest/LSTM_1/plastisim/summary.csv,../gen/Tst_pirTest/LSTM_1/pir/AccelMain.scala,../gen/Tst_pirTest/LSTM_1/log/gentst.log,../gen/Tst_pirTest/LSTM_1/log/maketst.log,../gen/Tst_pirTest/LSTM_1/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,99662,,,False,True
6196e5de,2019-04-30 16:26:42,Lattice_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/Lattice_0/log/mappir.log,../gen/Tst_pirTest/Lattice_0/log/runpir.log,../gen/Tst_pirTest/Lattice_0/log/genpsim.log,../gen/Tst_pirTest/Lattice_0/log/gentrace.log,../gen/Tst_pirTest/Lattice_0/log/runpsim.log,../gen/Tst_pirTest/Lattice_0/log/runpsim.sh,../gen/Tst_pirTest/Lattice_0/log/runproute.log,../gen/Tst_pirTest/Lattice_0/log/runproute.sh,../gen/Tst_pirTest/Lattice_0/plastisim/summary.csv,../gen/Tst_pirTest/Lattice_0/pir/AccelMain.scala,../gen/Tst_pirTest/Lattice_0/log/gentst.log,../gen/Tst_pirTest/Lattice_0/log/maketst.log,../gen/Tst_pirTest/Lattice_0/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] 51-TungstenPIRGen Top.h throw scala.MatchError: Fix(false,16,16) (of class pir.node.Fix)
",,,,,False,False
6196e5de,2019-04-30 16:26:42,LeNet_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LeNet_0/log/mappir.log,../gen/Tst_pirTest/LeNet_0/log/runpir.log,../gen/Tst_pirTest/LeNet_0/log/genpsim.log,../gen/Tst_pirTest/LeNet_0/log/gentrace.log,../gen/Tst_pirTest/LeNet_0/log/runpsim.log,../gen/Tst_pirTest/LeNet_0/log/runpsim.sh,../gen/Tst_pirTest/LeNet_0/log/runproute.log,../gen/Tst_pirTest/LeNet_0/log/runproute.sh,../gen/Tst_pirTest/LeNet_0/plastisim/summary.csv,../gen/Tst_pirTest/LeNet_0/pir/AccelMain.scala,../gen/Tst_pirTest/LeNet_0/log/gentst.log,../gen/Tst_pirTest/LeNet_0/log/maketst.log,../gen/Tst_pirTest/LeNet_0/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,,"tungsten: src/main.cc:24: int main(int, char**): Assertion `x739_file.good() && ""File Const(/home/spatial_shadjis/spatial/DEVELOP_spatial-lang/csv_LeNetDNNW/data_in2.csv) does not exist""' failed.
",,False,False
6196e5de,2019-04-30 16:26:42,LeNet_4,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LeNet_4/log/mappir.log,../gen/Tst_pirTest/LeNet_4/log/runpir.log,../gen/Tst_pirTest/LeNet_4/log/genpsim.log,../gen/Tst_pirTest/LeNet_4/log/gentrace.log,../gen/Tst_pirTest/LeNet_4/log/runpsim.log,../gen/Tst_pirTest/LeNet_4/log/runpsim.sh,../gen/Tst_pirTest/LeNet_4/log/runproute.log,../gen/Tst_pirTest/LeNet_4/log/runproute.sh,../gen/Tst_pirTest/LeNet_4/plastisim/summary.csv,../gen/Tst_pirTest/LeNet_4/pir/AccelMain.scala,../gen/Tst_pirTest/LeNet_4/log/gentst.log,../gen/Tst_pirTest/LeNet_4/log/maketst.log,../gen/Tst_pirTest/LeNet_4/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,,"tungsten: src/main.cc:24: int main(int, char**): Assertion `x739_file.good() && ""File Const(/home/spatial_shadjis/spatial/DEVELOP_spatial-lang/csv_LeNetDNNW/data_in2.csv) does not exist""' failed.
",,False,False
6196e5de,2019-04-30 16:26:42,LogReg_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LogReg_0/log/mappir.log,../gen/Tst_pirTest/LogReg_0/log/runpir.log,../gen/Tst_pirTest/LogReg_0/log/genpsim.log,../gen/Tst_pirTest/LogReg_0/log/gentrace.log,../gen/Tst_pirTest/LogReg_0/log/runpsim.log,../gen/Tst_pirTest/LogReg_0/log/runpsim.sh,../gen/Tst_pirTest/LogReg_0/log/runproute.log,../gen/Tst_pirTest/LogReg_0/log/runproute.sh,../gen/Tst_pirTest/LogReg_0/plastisim/summary.csv,../gen/Tst_pirTest/LogReg_0/pir/AccelMain.scala,../gen/Tst_pirTest/LogReg_0/log/gentst.log,../gen/Tst_pirTest/LogReg_0/log/maketst.log,../gen/Tst_pirTest/LogReg_0/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,12245,,True,False,True
6196e5de,2019-04-30 16:26:42,LogReg_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LogReg_1/log/mappir.log,../gen/Tst_pirTest/LogReg_1/log/runpir.log,../gen/Tst_pirTest/LogReg_1/log/genpsim.log,../gen/Tst_pirTest/LogReg_1/log/gentrace.log,../gen/Tst_pirTest/LogReg_1/log/runpsim.log,../gen/Tst_pirTest/LogReg_1/log/runpsim.sh,../gen/Tst_pirTest/LogReg_1/log/runproute.log,../gen/Tst_pirTest/LogReg_1/log/runproute.sh,../gen/Tst_pirTest/LogReg_1/plastisim/summary.csv,../gen/Tst_pirTest/LogReg_1/pir/AccelMain.scala,../gen/Tst_pirTest/LogReg_1/log/gentst.log,../gen/Tst_pirTest/LogReg_1/log/maketst.log,../gen/Tst_pirTest/LogReg_1/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,6352,,True,False,True
6196e5de,2019-04-30 16:26:42,LogReg_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LogReg_2/log/mappir.log,../gen/Tst_pirTest/LogReg_2/log/runpir.log,../gen/Tst_pirTest/LogReg_2/log/genpsim.log,../gen/Tst_pirTest/LogReg_2/log/gentrace.log,../gen/Tst_pirTest/LogReg_2/log/runpsim.log,../gen/Tst_pirTest/LogReg_2/log/runpsim.sh,../gen/Tst_pirTest/LogReg_2/log/runproute.log,../gen/Tst_pirTest/LogReg_2/log/runproute.sh,../gen/Tst_pirTest/LogReg_2/plastisim/summary.csv,../gen/Tst_pirTest/LogReg_2/pir/AccelMain.scala,../gen/Tst_pirTest/LogReg_2/log/gentst.log,../gen/Tst_pirTest/LogReg_2/log/maketst.log,../gen/Tst_pirTest/LogReg_2/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,6377,,True,False,True
6196e5de,2019-04-30 16:26:42,LogReg_3,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LogReg_3/log/mappir.log,../gen/Tst_pirTest/LogReg_3/log/runpir.log,../gen/Tst_pirTest/LogReg_3/log/genpsim.log,../gen/Tst_pirTest/LogReg_3/log/gentrace.log,../gen/Tst_pirTest/LogReg_3/log/runpsim.log,../gen/Tst_pirTest/LogReg_3/log/runpsim.sh,../gen/Tst_pirTest/LogReg_3/log/runproute.log,../gen/Tst_pirTest/LogReg_3/log/runproute.sh,../gen/Tst_pirTest/LogReg_3/plastisim/summary.csv,../gen/Tst_pirTest/LogReg_3/pir/AccelMain.scala,../gen/Tst_pirTest/LogReg_3/log/gentst.log,../gen/Tst_pirTest/LogReg_3/log/maketst.log,../gen/Tst_pirTest/LogReg_3/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,3440,,True,False,True
6196e5de,2019-04-30 16:26:42,LogReg_4,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LogReg_4/log/mappir.log,../gen/Tst_pirTest/LogReg_4/log/runpir.log,../gen/Tst_pirTest/LogReg_4/log/genpsim.log,../gen/Tst_pirTest/LogReg_4/log/gentrace.log,../gen/Tst_pirTest/LogReg_4/log/runpsim.log,../gen/Tst_pirTest/LogReg_4/log/runpsim.sh,../gen/Tst_pirTest/LogReg_4/log/runproute.log,../gen/Tst_pirTest/LogReg_4/log/runproute.sh,../gen/Tst_pirTest/LogReg_4/plastisim/summary.csv,../gen/Tst_pirTest/LogReg_4/pir/AccelMain.scala,../gen/Tst_pirTest/LogReg_4/log/gentst.log,../gen/Tst_pirTest/LogReg_4/log/maketst.log,../gen/Tst_pirTest/LogReg_4/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,2004,,True,False,True
6196e5de,2019-04-30 16:26:42,LogReg_5,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/LogReg_5/log/mappir.log,../gen/Tst_pirTest/LogReg_5/log/runpir.log,../gen/Tst_pirTest/LogReg_5/log/genpsim.log,../gen/Tst_pirTest/LogReg_5/log/gentrace.log,../gen/Tst_pirTest/LogReg_5/log/runpsim.log,../gen/Tst_pirTest/LogReg_5/log/runpsim.sh,../gen/Tst_pirTest/LogReg_5/log/runproute.log,../gen/Tst_pirTest/LogReg_5/log/runproute.sh,../gen/Tst_pirTest/LogReg_5/plastisim/summary.csv,../gen/Tst_pirTest/LogReg_5/pir/AccelMain.scala,../gen/Tst_pirTest/LogReg_5/log/gentst.log,../gen/Tst_pirTest/LogReg_5/log/maketst.log,../gen/Tst_pirTest/LogReg_5/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,2146,,True,False,True
6196e5de,2019-04-30 16:26:42,OuterProduct_0,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/OuterProduct_0/log/mappir.log,../gen/Tst_pirTest/OuterProduct_0/log/runpir.log,../gen/Tst_pirTest/OuterProduct_0/log/genpsim.log,../gen/Tst_pirTest/OuterProduct_0/log/gentrace.log,../gen/Tst_pirTest/OuterProduct_0/log/runpsim.log,../gen/Tst_pirTest/OuterProduct_0/log/runpsim.sh,../gen/Tst_pirTest/OuterProduct_0/log/runproute.log,../gen/Tst_pirTest/OuterProduct_0/log/runproute.sh,../gen/Tst_pirTest/OuterProduct_0/plastisim/summary.csv,../gen/Tst_pirTest/OuterProduct_0/pir/AccelMain.scala,../gen/Tst_pirTest/OuterProduct_0/log/gentst.log,../gen/Tst_pirTest/OuterProduct_0/log/maketst.log,../gen/Tst_pirTest/OuterProduct_0/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,18508,,True,False,True
6196e5de,2019-04-30 16:26:42,OuterProduct_1,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/OuterProduct_1/log/mappir.log,../gen/Tst_pirTest/OuterProduct_1/log/runpir.log,../gen/Tst_pirTest/OuterProduct_1/log/genpsim.log,../gen/Tst_pirTest/OuterProduct_1/log/gentrace.log,../gen/Tst_pirTest/OuterProduct_1/log/runpsim.log,../gen/Tst_pirTest/OuterProduct_1/log/runpsim.sh,../gen/Tst_pirTest/OuterProduct_1/log/runproute.log,../gen/Tst_pirTest/OuterProduct_1/log/runproute.sh,../gen/Tst_pirTest/OuterProduct_1/plastisim/summary.csv,../gen/Tst_pirTest/OuterProduct_1/pir/AccelMain.scala,../gen/Tst_pirTest/OuterProduct_1/log/gentst.log,../gen/Tst_pirTest/OuterProduct_1/log/maketst.log,../gen/Tst_pirTest/OuterProduct_1/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,74066,,True,False,True
6196e5de,2019-04-30 16:26:42,OuterProduct_2,pirTest,Tst,1000000000.0,../gen/Tst_pirTest/OuterProduct_2/log/mappir.log,../gen/Tst_pirTest/OuterProduct_2/log/runpir.log,../gen/Tst_pirTest/OuterProduct_2/log/genpsim.log,../gen/Tst_pirTest/OuterProduct_2/log/gentrace.log,../gen/Tst_pirTest/OuterProduct_2/log/runpsim.log,../gen/Tst_pirTest/OuterProduct_2/log/runpsim.sh,../gen/Tst_pirTest/OuterProduct_2/log/runproute.log,../gen/Tst_pirTest/OuterProduct_2/log/runproute.sh,../gen/Tst_pirTest/OuterProduct_2/plastisim/summary.csv,../gen/Tst_pirTest/OuterProduct_2/pir/AccelMain.scala,../gen/Tst_pirTest/OuterProduct_2/log/gentst.log,../gen/Tst_pirTest/OuterProduct_2/log/maketst.log,../gen/Tst_pirTest/OuterProduct_2/log/runtst.log,True,,,,,,,,,,False,False,False,100,,,,,,,,False,,512,,,,,,,,,,,,,,,,,,,,,,37202,,True,False,True
